year,score,mean,ci_lower,ci_upper,ddi
1946,ev_pool_z,-0.057905169979643484,-0.0659819924595177,-0.04990618535677454,0.506
1946,rating_emb_pool_z,-0.2104447885162794,-0.2180736534442889,-0.20267978460621236,0.506
1946,int_pool_z,0.15343858768716653,0.14588252749361857,0.1608657953302101,0.506
1947,ev_pool_z,-0.016818389720168393,-0.02502957215579434,-0.008696423290996987,0.491
1947,rating_emb_pool_z,-0.16914044833719455,-0.17703936517985414,-0.16134197543958398,0.491
1947,int_pool_z,0.15975530517816386,0.15221008807322847,0.1672115093768384,0.491
1948,ev_pool_z,-0.04673280689952847,-0.055720433832510775,-0.03778608515759115,0.484
1948,rating_emb_pool_z,-0.13965590038007186,-0.1483574912237033,-0.1308517062226964,0.484
1948,int_pool_z,0.10075132914700864,0.09226332005367938,0.1091103352837077,0.484
1949,ev_pool_z,0.005339813772059591,-0.001885448657661556,0.012647556776731114,0.469
1949,rating_emb_pool_z,-0.15903569233085485,-0.16586806295370732,-0.15218061269024918,0.469
1949,int_pool_z,0.1394151804619154,0.1327566347427031,0.14607374752471558,0.469
1950,ev_pool_z,-0.03289077292093532,-0.03979727668161186,-0.02604851936384222,0.491
1950,rating_emb_pool_z,-0.1914365333518912,-0.198052776181458,-0.18485570288282094,0.491
1950,int_pool_z,0.1444003860814659,0.13797952714200762,0.15088015647272385,0.491
1951,ev_pool_z,-0.07456999868503059,-0.08159566495360632,-0.06765790400598595,0.511
1951,rating_emb_pool_z,-0.18726567950863443,-0.19418748023758792,-0.18051963772014007,0.511
1951,int_pool_z,0.13353492497547517,0.12680521951690693,0.14014188280292686,0.511
1952,ev_pool_z,-0.037236572752439454,-0.04603288693778204,-0.028363099336342058,0.51
1952,rating_emb_pool_z,-0.14122949108297608,-0.14981334531202908,-0.13276876396410464,0.51
1952,int_pool_z,0.0964925509394007,0.08795072826688966,0.10495753726033674,0.51
1953,ev_pool_z,-0.008182499034609598,-0.016160512976835763,-5.6687459385315e-05,0.507
1953,rating_emb_pool_z,-0.1173937658024934,-0.12542779328810275,-0.10951845421172647,0.507
1953,int_pool_z,0.08909714632270488,0.08130306223588402,0.09682079776201732,0.507
1954,ev_pool_z,0.005871407475239611,-0.0010553013880650662,0.012825751966494242,0.508
1954,rating_emb_pool_z,-0.11843603000019473,-0.1251744145988471,-0.1116955123131783,0.508
1954,int_pool_z,0.06771039121528981,0.06079359171272827,0.07464349249364907,0.508
1955,ev_pool_z,-0.022219601698796877,-0.03089777324393902,-0.01343008444691505,0.513
1955,rating_emb_pool_z,-0.05241643632184389,-0.0610256339583813,-0.04380805928150203,0.513
1955,int_pool_z,-0.00332465205544805,-0.011630053398999543,0.004974103173501317,0.513
1956,ev_pool_z,-0.03549859951046346,-0.04336257091822402,-0.02765440260083458,0.517
1956,rating_emb_pool_z,-0.05820382198953116,-0.06590189982181177,-0.05059785873869908,0.517
1956,int_pool_z,-0.014107778226371954,-0.021666012554095372,-0.006803214761087592,0.517
1957,ev_pool_z,0.041985305313502135,0.034710306967047584,0.04925202357227369,0.519
1957,rating_emb_pool_z,-0.05396112378317924,-0.06109628182612081,-0.04696084902425375,0.519
1957,int_pool_z,0.05595245457225218,0.048721868384981444,0.06285395604736252,0.519
1958,ev_pool_z,0.03917460441344228,0.032382936029781144,0.04605027439431464,0.531
1958,rating_emb_pool_z,-0.03215519361138009,-0.03892285184617487,-0.025542631301885933,0.531
1958,int_pool_z,0.012483019605271756,0.005998748352897995,0.019131820609451768,0.531
1959,ev_pool_z,0.02982531393496655,0.022850903344298526,0.03679676586443546,0.531
