year,score,mean,ci_lower,ci_upper,ddi
1990,ev_pool_z,0.01875626638353752,0.0073934011347129005,0.030328317793903246,0.622
1990,rating_emb_pool_z,-0.18663814577388588,-0.1975973700568385,-0.1758390611449032,0.622
1990,int_pool_z,0.2288454919619982,0.21791816752767254,0.23995386914851918,0.622
1991,ev_pool_z,-0.03515375832007135,-0.046042195165962335,-0.024145772828516064,0.744
1991,rating_emb_pool_z,-0.23197836530116825,-0.2428352269305337,-0.22124334756034833,0.744
1991,int_pool_z,0.2263240767549441,0.21583398099465428,0.23675445815289486,0.744
1992,ev_pool_z,0.023639632721046137,0.014012836335018767,0.03313470683064664,0.764
1992,rating_emb_pool_z,-0.20528522982207628,-0.21508014076636914,-0.19587235105453712,0.764
1992,int_pool_z,0.24144744896221723,0.23154577434072632,0.2511903134084889,0.764
1993,ev_pool_z,0.06762052772488678,0.05539895432713121,0.0799704539514527,0.764
1993,rating_emb_pool_z,-0.1200408236659217,-0.13224230751794377,-0.10795433060784536,0.764
1993,int_pool_z,0.12417804018735779,0.11239635720509328,0.13607877947873034,0.764
1994,ev_pool_z,0.11393843985775384,0.10435831761428664,0.12352835156324952,0.768
1994,rating_emb_pool_z,-0.023263314731505273,-0.03250885242617185,-0.014014648408467298,0.768
1994,int_pool_z,0.03222810187032515,0.02292877141461092,0.04146410701211094,0.768
1995,ev_pool_z,0.13780850819002324,0.1281071927650475,0.1472969261819056,0.767
1995,rating_emb_pool_z,0.008242017621842103,-0.0007735964396134049,0.01712645946711338,0.767
1995,int_pool_z,0.018698121761170198,0.009555449133489198,0.027844616094960094,0.767
1996,ev_pool_z,0.1250140216251111,0.11579233798313822,0.13433524328583193,0.759
1996,rating_emb_pool_z,0.02838809963851504,0.019334339997782328,0.03729445007841164,0.759
1996,int_pool_z,-0.015091416730675935,-0.024035164207864508,-0.00629846490778124,0.759
1997,ev_pool_z,0.1378443948241385,0.1283100139637854,0.14743838378427415,0.741
1997,rating_emb_pool_z,0.034747342396148836,0.02547343429893892,0.043853192496911275,0.741
1997,int_pool_z,-0.013044869516350917,-0.022818740892784194,-0.0035539350485292985,0.741
1998,ev_pool_z,0.028477506660624676,0.01918317369885737,0.03759558542512466,0.744
1998,rating_emb_pool_z,-0.050069450742771186,-0.058990135742194964,-0.04110399072947606,0.744
1998,int_pool_z,0.0551121072059189,0.0462950409420787,0.06397531928454245,0.744
1999,ev_pool_z,0.056065824178672674,0.04697268128916113,0.06510854327786308,0.744
1999,rating_emb_pool_z,0.03129457493098865,0.02260425133711528,0.040001022078504304,0.744
1999,int_pool_z,-0.038456700047275055,-0.0471362394224116,-0.02971905722195692,0.744
2000,ev_pool_z,0.1110504491580019,0.10205370740326374,0.11986942686262325,0.745
2000,rating_emb_pool_z,0.11866473751177055,0.11015807170238232,0.12700290584283355,0.745
2000,int_pool_z,-0.10075527568642278,-0.10913823563590296,-0.09215175594114079,0.745
2001,ev_pool_z,0.08698065347380286,0.07782269476157415,0.09637471313158708,0.736
2001,rating_emb_pool_z,0.08018767871788068,0.0715072663362831,0.08899114081050748,0.736
2001,int_pool_z,-0.06475273725978202,-0.07355508379022048,-0.05587445423828095,0.736
2002,ev_pool_z,0.052557860003046734,0.0433797340081567,0.06161789590898137,0.737
2002,rating_emb_pool_z,0.015719183930130862,0.006859984035279984,0.024730169265081592,0.737
2002,int_pool_z,-0.012757470381576957,-0.021556132063204957,-0.003918407822400005,0.737
2003,ev_pool_z,0.05693362764583885,0.048069829729170975,0.06550776377174712,0.737
2003,rating_emb_pool_z,0.03998361284848686,0.03139962192382365,0.04870921716540789,0.737
2003,int_pool_z,-0.014909017403455358,-0.0236727516459057,-0.006261921653936247,0.737
2004,ev_pool_z,0.04834596259672421,0.0402312873076358,0.05656509714059391,0.737
2004,rating_emb_pool_z,0.015188080606378116,0.006770675434893488,0.023606293702571404,0.737
2004,int_pool_z,0.011150317202022553,0.0031165088148824038,0.01919524040467472,0.737
2005,ev_pool_z,-0.020528741339913868,-0.030450153849795568,-0.010553210029733381,0.724
2005,rating_emb_pool_z,-0.013770871975723903,-0.024081390563756428,-0.0038182808035220764,0.724
2005,int_pool_z,0.017880077694619877,0.007904170828051532,0.02788958781536725,0.724
2006,ev_pool_z,0.021376493097799425,0.012290246647134186,0.030363039063901243,0.707
2006,rating_emb_pool_z,0.06682606670873807,0.057752755130926696,0.07570027213868376,0.707
2006,int_pool_z,-0.07551090775461289,-0.08444142292722398,-0.06673683806720057,0.707
2007,ev_pool_z,0.013513161892235516,0.003497843414010916,0.023688890283857653,0.703
2007,rating_emb_pool_z,0.06405858404947735,0.054122588465848435,0.0737715698260942,0.703
2007,int_pool_z,-0.08517488227068236,-0.09483820763460257,-0.07539017821280761,0.703
2008,ev_pool_z,0.037083451520757385,0.02889576019311669,0.04522193407273376,0.747
2008,rating_emb_pool_z,0.10647870402018642,0.09843251488755243,0.11442604480103603,0.747
2008,int_pool_z,-0.12527054595980752,-0.13338991924500324,-0.11719397345040294,0.747
2009,ev_pool_z,0.026733094743268668,0.01799615242900076,0.03550980103773068,0.748
2009,rating_emb_pool_z,0.10049579689817424,0.09159711178024758,0.10914887251586192,0.748
2009,int_pool_z,-0.15223422091054317,-0.16100722421132888,-0.14314243855285072,0.748
2010,ev_pool_z,0.08576444858598237,0.07598936275873816,0.09564852475522992,0.76
2010,rating_emb_pool_z,0.19010839841908164,0.18039590040480974,0.19989087372096503,0.76
2010,int_pool_z,-0.19184285547707378,-0.20146989650865313,-0.18226674984213945,0.76
2011,ev_pool_z,0.030642584300881355,0.021027694116081377,0.04028499580626344,0.763
2011,rating_emb_pool_z,0.11290304120993529,0.10317839198602333,0.12249867304157475,0.763
2011,int_pool_z,-0.11843672652465007,-0.12811906652845112,-0.10884257688161511,0.763
2012,ev_pool_z,-0.0037837571253441396,-0.012496085669911,0.005360906015776885,0.748
2012,rating_emb_pool_z,0.07963931907154602,0.0704794519158211,0.0888919822912197,0.748
2012,int_pool_z,-0.05761824393352868,-0.06695769446545945,-0.048350953937595066,0.748
2013,ev_pool_z,-0.0003627514689361784,-0.009212892775737709,0.008791648131269569,0.748
2013,rating_emb_pool_z,0.04731688815198419,0.03811440117178602,0.05618990693749908,0.748
2013,int_pool_z,-0.06599921704496045,-0.07530976826363121,-0.05708338698003323,0.748
2014,ev_pool_z,0.035513729811080204,0.025761392194747004,0.045183857857629746,0.737
2014,rating_emb_pool_z,0.13330235744048,0.12358122954875804,0.14317961897794707,0.737
2014,int_pool_z,-0.12274615804603904,-0.132303686925377,-0.1132360843496183,0.737
2015,ev_pool_z,0.042430318892205936,0.032999193071558006,0.05182252354429061,0.693
2015,rating_emb_pool_z,0.08894366953288871,0.07938229942955403,0.09857474587147505,0.693
2015,int_pool_z,-0.05765688219745865,-0.06749791434197012,-0.047897247069354804,0.693
2016,ev_pool_z,-0.06517624027991972,-0.0734130123923991,-0.05699965130699775,0.503
2016,rating_emb_pool_z,-0.07502866269527646,-0.08338059153104184,-0.06668530600119604,0.503
2016,int_pool_z,0.10741311308303357,0.0987875646219911,0.1161423713269778,0.503
2017,ev_pool_z,-0.09466132050774763,-0.10373071598990749,-0.08582544401127247,0.467
2017,rating_emb_pool_z,-0.08908016710194054,-0.09823511381364051,-0.08011082840964522,0.467
