year,score,mean,ci_lower,ci_upper,ddi
1982,ev_pool_z,0.5115413924326639,0.48808228666177356,0.535318121728683,0.025
1982,rating_emb_pool_z,0.06342371428505922,0.041467975683265185,0.0850626623521,0.025
1982,int_pool_z,0.12952008111474111,0.10779855473197747,0.15086270630302104,0.025
1983,ev_pool_z,0.6229013267611854,0.604153537471819,0.6414668785887229,0.136
1983,rating_emb_pool_z,0.09991871177039394,0.0832799752947616,0.11636866950711654,0.136
1983,int_pool_z,0.10888036250528058,0.09246506327242338,0.12561716132044512,0.136
1984,ev_pool_z,0.34782150225434527,0.30775240976059876,0.3885598798871958,0.323
1984,rating_emb_pool_z,0.15099032789709774,0.11029270682767069,0.19208148970864236,0.323
1984,int_pool_z,-0.049123376709314125,-0.09115721906163747,-0.007259661765351517,0.323
1985,ev_pool_z,0.31679140298356817,0.28009079755535976,0.353037934168344,0.324
1985,rating_emb_pool_z,0.04420684904192052,0.008037267851651875,0.08114775036504233,0.324
1985,int_pool_z,0.05703457068956212,0.021047076982916465,0.09370627336711806,0.324
1986,ev_pool_z,0.217822102488981,0.18660305185790577,0.24896107836280892,0.329
1986,rating_emb_pool_z,-0.034355811916311416,-0.06678926366836402,-0.0024008224534319317,0.329
1986,int_pool_z,0.12588114867513178,0.09343030496014972,0.15869238998725765,0.329
1987,ev_pool_z,0.22229866298056336,0.18106912783342863,0.2638087989832523,0.336
1987,rating_emb_pool_z,-0.16620362256930551,-0.204356857236474,-0.128464728580467,0.336
1987,int_pool_z,0.3054705165366891,0.2685502212034035,0.3427151781734049,0.336
1988,ev_pool_z,0.12807468641021627,0.10689421607427751,0.15035555135296827,0.374
1988,rating_emb_pool_z,-0.021806774355219206,-0.04469997698397154,0.0008281812433862821,0.374
1988,int_pool_z,0.08640391918689673,0.06336648424069777,0.1096105522422419,0.374
1989,ev_pool_z,0.1696446585964653,0.14505881117707461,0.19402125543606116,0.374
1989,rating_emb_pool_z,0.13115450007614293,0.10517227263435283,0.15855797855457324,0.374
1989,int_pool_z,-0.0836466497525852,-0.11036212383779354,-0.05733820034888545,0.374
1990,ev_pool_z,0.0967769984194968,0.07565721508669672,0.11797645926022086,0.391
1990,rating_emb_pool_z,0.045259485154246284,0.023229840437169497,0.06756311018356193,0.391
1990,int_pool_z,0.01094141604677266,-0.011307669373035263,0.032595555242992735,0.391
1991,ev_pool_z,0.03887136922092186,0.008998957390852514,0.06800428893815019,0.409
1991,rating_emb_pool_z,-0.10823526309628496,-0.13737160762669193,-0.07901752787461114,0.409
1991,int_pool_z,0.15313063483787673,0.1244210437512904,0.18170633540237827,0.409
1992,ev_pool_z,0.10016447474286949,0.08277183761571232,0.11791866371952124,0.421
1992,rating_emb_pool_z,0.03192730100467917,0.013690893762402123,0.05040730278457673,0.421
1992,int_pool_z,0.030714545871880754,0.012776964160089619,0.04862688722298041,0.421
1993,ev_pool_z,0.06984921639160689,0.049907690876624285,0.09019347364179998,0.417
1993,rating_emb_pool_z,0.03339728959558543,0.013115016138393842,0.053774270959466665,0.417
1993,int_pool_z,0.0028649186743421053,-0.017715519222383805,0.0234959426592728,0.417
1994,ev_pool_z,0.06595535706910491,0.048498900682973,0.08398038335718004,0.419
1994,rating_emb_pool_z,-0.006002276172855591,-0.024536076457642404,0.012367934164266795,0.419
1994,int_pool_z,0.0727109652478675,0.05494877926555361,0.0909631654544227,0.419
1995,ev_pool_z,0.0016139572841811414,-0.016158306262957087,0.019334812123944098,0.421
1995,rating_emb_pool_z,-0.12583399803301254,-0.1427397694234749,-0.10845163199993015,0.421
1995,int_pool_z,0.20443188731849746,0.18731320829887285,0.221905822541457,0.421
1996,ev_pool_z,0.1393479387000727,0.11912697419756257,0.159728337016444,0.43
1996,rating_emb_pool_z,0.09083214456258472,0.06994967568488276,0.11176993307740202,0.43
1996,int_pool_z,-0.0033956586667778935,-0.02434420730823157,0.017135156188333146,0.43
1997,ev_pool_z,0.08481254697304219,0.06570514195542965,0.10427736644552721,0.434
1997,rating_emb_pool_z,0.03681163339508836,0.016530753505548848,0.05671799512057608,0.434
1997,int_pool_z,-0.021056678119640147,-0.041135457852773255,-0.0011008788326034092,0.434
1998,ev_pool_z,0.25479838018612433,0.23669881297674922,0.27278187223877387,0.433
1998,rating_emb_pool_z,0.20676699370927826,0.18964192004610755,0.22369890519920105,0.433
1998,int_pool_z,-0.10623866319760471,-0.12379261490202678,-0.08869537890260695,0.433
1999,ev_pool_z,0.08383914886830006,0.06456396740101586,0.10383327458123125,0.442
1999,rating_emb_pool_z,0.09496536960343202,0.07723246098989016,0.11256827488629441,0.442
1999,int_pool_z,-0.13880636998633453,-0.15619972654422024,-0.12120453548510667,0.442
2000,ev_pool_z,0.14263403097091704,0.12579802169102403,0.15991010242589515,0.457
2000,rating_emb_pool_z,0.19367692335579376,0.17788890886108266,0.20957390250256774,0.457
2000,int_pool_z,-0.11262212027362974,-0.1285082640328049,-0.0966660042427052,0.457
2001,ev_pool_z,0.043315920561756885,0.027953106963129137,0.05880073316676811,0.454
2001,rating_emb_pool_z,0.05747489774729951,0.04256745734943314,0.07232895454443608,0.454
2001,int_pool_z,-0.06495537694162208,-0.080356500041389,-0.049607396261162146,0.454
2002,ev_pool_z,0.0618730911039951,0.04233430812494893,0.0813725760440341,0.491
2002,rating_emb_pool_z,0.048781645797530464,0.028906242908515442,0.06851333819526043,0.491
2002,int_pool_z,-0.029713425079870244,-0.05011904922820381,-0.009717538559513744,0.491
2003,ev_pool_z,0.04245824183057232,0.02676607717989359,0.058179596284217365,0.503
2003,rating_emb_pool_z,0.1041716874904633,0.08880806851556025,0.11969932529279133,0.503
2003,int_pool_z,-0.10989351528178506,-0.12555919189624612,-0.09439866522225683,0.503
2004,ev_pool_z,0.18464527093164584,0.16957426823827315,0.19974798852818335,0.513
2004,rating_emb_pool_z,0.2496573715771978,0.2351766566482322,0.26453796120674844,0.513
2004,int_pool_z,-0.18658021849745793,-0.20205239617483645,-0.17114581082499394,0.513
2005,ev_pool_z,0.1463570951440403,0.13314552503288513,0.15972049104552064,0.499
2005,rating_emb_pool_z,0.1708543589086947,0.1568634610859971,0.18464539679080808,0.499
2005,int_pool_z,-0.07778957636040187,-0.09192985796234174,-0.06385873368758817,0.499
2006,ev_pool_z,-0.031066063072443376,-0.04407269870004972,-0.01830889530596502,0.494
2006,rating_emb_pool_z,0.0668414099308211,0.053624786795405666,0.08000500175704728,0.494
2006,int_pool_z,-0.028552618066561775,-0.04190191538118651,-0.015141772138152225,0.494
2007,ev_pool_z,-0.005540764797621129,-0.018764684805634636,0.007340675332307263,0.471
2007,rating_emb_pool_z,0.06556021108812893,0.052569105388358635,0.0785777223871621,0.471
2007,int_pool_z,-0.016004812950564825,-0.0295837446091997,-0.002860930019399487,0.471
2008,ev_pool_z,0.07123228764314206,0.05935377096880312,0.08312212086127738,0.4
2008,rating_emb_pool_z,0.14203651661850678,0.13000746436872848,0.15427861735269388,0.4
2008,int_pool_z,-0.10417855022211882,-0.11644612898414143,-0.09181561278879748,0.4
2009,ev_pool_z,0.05986582645383458,0.044798831039452605,0.07488135671778735,0.393
2009,rating_emb_pool_z,0.17738639599070682,0.16194180152451756,0.19274026112243428,0.393
2009,int_pool_z,-0.1471392171040338,-0.16284703517883084,-0.13109744913110719,0.393
2010,ev_pool_z,0.017612507258815885,0.004135601310806868,0.030979897453255693,0.361
2010,rating_emb_pool_z,0.04554266066300577,0.031287266732820763,0.059863207073377576,0.361
2010,int_pool_z,-0.01798991871575929,-0.03245522352205265,-0.0033803921694940215,0.361
2011,ev_pool_z,-0.044226416865758005,-0.061971558428716364,-0.026433057742118484,0.31
2011,rating_emb_pool_z,-0.08423891857260639,-0.10390537755773788,-0.064772715777722,0.31
2011,int_pool_z,0.08982964338816735,0.07019660685775259,0.10978593156458738,0.31
2012,ev_pool_z,-0.09828419178522385,-0.11292439485727258,-0.08329693457961339,0.301
2012,rating_emb_pool_z,-0.21913247148712467,-0.2346860227094551,-0.20368754971165975,0.301
2012,int_pool_z,0.18304178264568008,0.16756033359636563,0.19853023836131828,0.301
2013,ev_pool_z,-0.08624622431448006,-0.100836002374006,-0.07158813826930312,0.231
2013,rating_emb_pool_z,-0.118198489355735,-0.1339629600459915,-0.10220730736019407,0.231
2013,int_pool_z,0.09444640625154489,0.07847788193315311,0.11032759926656067,0.231
2014,ev_pool_z,-0.08907295349454197,-0.10451844510594714,-0.07396781858253196,0.2
2014,rating_emb_pool_z,-0.11795408437280534,-0.1336708623977589,-0.10167135818077244,0.2
