year,score,mean,ci_lower,ci_upper,ddi
1990,ev_pool_z,0.00046125156699942276,-0.014936972368863146,0.015676329730748402,0.867
1990,rating_emb_pool_z,0.005891284779179626,-0.01008278791394225,0.021724332815637567,0.867
1990,int_pool_z,0.0037384040446921452,-0.012149966530148574,0.019852874797466686,0.867
1991,ev_pool_z,-0.02678768306209435,-0.040085413601679346,-0.01362651777167376,0.867
1991,rating_emb_pool_z,-0.002520928100325176,-0.015882748181427302,0.010540960803195661,0.867
1991,int_pool_z,-0.043574352039182106,-0.057532276553799284,-0.029594760281833655,0.867
1992,ev_pool_z,0.03331523364352314,0.019643167819942877,0.0469489222240647,0.867
1992,rating_emb_pool_z,0.009710096317278542,-0.004997793797917373,0.02445690051028923,0.867
1992,int_pool_z,-0.01757596040421522,-0.032262689028211236,-0.0030260386313791104,0.867
1993,ev_pool_z,0.02646895553849568,0.013597230973802759,0.03947829458223811,0.867
1993,rating_emb_pool_z,-0.006773011755321883,-0.01974644002033548,0.0061819732544541785,0.867
1993,int_pool_z,0.015094658377073397,0.0013917624406363561,0.02883225191714837,0.867
1994,ev_pool_z,0.04979657243157446,0.03480913274882144,0.06478531679717307,0.867
1994,rating_emb_pool_z,-0.09075493247604795,-0.10582868864230346,-0.07586834596362431,0.867
1994,int_pool_z,0.11583080966467885,0.10029810687510854,0.13095378972815808,0.867
1995,ev_pool_z,0.05029752484394571,0.03736569844459521,0.0631010939258419,0.868
1995,rating_emb_pool_z,-0.03344346637471546,-0.04631681656376871,-0.020212016476209824,0.868
1995,int_pool_z,0.0744318695149631,0.06105044905841045,0.08768320074858901,0.868
1996,ev_pool_z,0.07009155171555663,0.05765040998392921,0.08271497163661172,0.868
1996,rating_emb_pool_z,-0.09328487313345472,-0.10643236949589491,-0.08015235192301037,0.868
1996,int_pool_z,0.14646390969996792,0.13337205296673357,0.159408561669324,0.868
1997,ev_pool_z,0.1190565680932332,0.10554004366186835,0.13302326791687707,0.868
1997,rating_emb_pool_z,-0.06817319884487769,-0.08218653276373131,-0.05394056670001373,0.868
1997,int_pool_z,0.15890600671602834,0.14459289653321272,0.17282311845194007,0.868
1998,ev_pool_z,0.035437597354539926,0.019691170731958495,0.05092948835765772,0.867
1998,rating_emb_pool_z,-0.13635912532743977,-0.15207619645563059,-0.12043740654387523,0.867
1998,int_pool_z,0.17638630383539652,0.1603165476709615,0.19176936305350803,0.867
1999,ev_pool_z,0.051160529630903145,0.038676385180367645,0.06357877103969874,0.867
1999,rating_emb_pool_z,-0.09756912697083828,-0.11027255164421805,-0.08503861665078158,0.867
1999,int_pool_z,0.14717321740401834,0.13432103263595774,0.15997047061855482,0.867
2000,ev_pool_z,-0.0495439809135757,-0.06269151617807046,-0.036529630604138864,0.867
2000,rating_emb_pool_z,-0.005802054149035113,-0.01855674653846962,0.006925180676839551,0.867
2000,int_pool_z,-0.01852179149553357,-0.03104053623320582,-0.0057872471855944935,0.867
2001,ev_pool_z,-0.023540584664811907,-0.036608589912212414,-0.010432027754733428,0.867
2001,rating_emb_pool_z,-0.03211761950050143,-0.045186924303512524,-0.01910265752313046,0.867
2001,int_pool_z,0.025265796552444517,0.012136872059357382,0.0382314231370614,0.867
2002,ev_pool_z,-0.05078229455743738,-0.0649728466689446,-0.03664310695535413,0.868
2002,rating_emb_pool_z,-0.13255576369327546,-0.1470082332008658,-0.11791001764801665,0.868
2002,int_pool_z,0.12990079701477475,0.11524145035340881,0.14421770877052992,0.868
2003,ev_pool_z,0.01988179569570291,0.006485391650308345,0.032968538753161074,0.868
2003,rating_emb_pool_z,-0.007038407536256325,-0.02047295915438665,0.006336117257442029,0.868
2003,int_pool_z,0.03566766303629889,0.02188167593617118,0.049554707377864944,0.868
2004,ev_pool_z,0.0640116375098445,0.050957010747899295,0.07721524798834584,0.868
2004,rating_emb_pool_z,0.06746469198977716,0.05409370795971237,0.08083233321161419,0.868
2004,int_pool_z,-0.002068274750225124,-0.015483117941929256,0.011128105106205446,0.868
2005,ev_pool_z,0.07748111704622562,0.05968431524496971,0.09513562767419288,0.868
2005,rating_emb_pool_z,0.02464917017769402,0.007455572621780552,0.04155877703113542,0.868
2005,int_pool_z,0.05497935727542272,0.037532476287958076,0.07229219014170979,0.868
2006,ev_pool_z,0.10256215450043848,0.08994805353808372,0.11547231048178046,0.877
2006,rating_emb_pool_z,0.11694140013520266,0.1043176402133323,0.12946041313229767,0.877
2006,int_pool_z,-0.05150290038606138,-0.06381726693078094,-0.0391802981771113,0.877
2007,ev_pool_z,0.058879248004201544,0.045212045245175865,0.07242508761425442,0.877
2007,rating_emb_pool_z,0.09743164166274612,0.08397051640636029,0.11075020914044721,0.877
2007,int_pool_z,-0.04646794163859701,-0.05970948840678197,-0.03326994779417195,0.877
2008,ev_pool_z,0.0521472000775042,0.039488337718899306,0.06438026770858994,0.877
2008,rating_emb_pool_z,0.09173778228169756,0.07903989809915085,0.1041089258144466,0.877
2008,int_pool_z,-0.07818903677856445,-0.09095952728053988,-0.06547711658890312,0.877
2009,ev_pool_z,0.08490255883292831,0.07086481446121592,0.09886278473750347,0.872
2009,rating_emb_pool_z,0.05860504225156374,0.04436887077785205,0.07274485498045882,0.872
2009,int_pool_z,-0.06365682501933154,-0.0779215042003895,-0.04944734659221442,0.872
2010,ev_pool_z,0.0626293976083999,0.05102983293080129,0.07405063896912162,0.869
2010,rating_emb_pool_z,0.019143135105274156,0.006986823265926617,0.031245135126197393,0.869
2010,int_pool_z,0.043418582063649305,0.03160749088582185,0.0551043076264485,0.869
2011,ev_pool_z,0.05914565664351428,0.047168628095311055,0.07099829382151282,0.874
2011,rating_emb_pool_z,0.10818567166518961,0.0963774124354677,0.11987954942838895,0.874
2011,int_pool_z,-0.06823589381812879,-0.08012037953311263,-0.05628706181103453,0.874
2012,ev_pool_z,0.08242167508151349,0.07048448786873034,0.09405077556533599,0.873
2012,rating_emb_pool_z,0.09951216219475263,0.0874602109554135,0.11135427181770965,0.873
2012,int_pool_z,-0.05924934198668871,-0.0709068647530063,-0.04752795235643636,0.873
2013,ev_pool_z,0.13534105241585817,0.12148937716517925,0.14900992985117992,0.864
2013,rating_emb_pool_z,0.12383124089568145,0.10994704639703572,0.13796803622244197,0.864
2013,int_pool_z,-0.04623875839640198,-0.05960964765403436,-0.03261171297279098,0.864
2014,ev_pool_z,0.05989826593521185,0.04758126154464415,0.07213784026247967,0.855
2014,rating_emb_pool_z,0.1379312620726521,0.1260485652495408,0.1498103020482409,0.855
2014,int_pool_z,-0.1186488764908868,-0.12987307468906245,-0.10711935626952064,0.855
2015,ev_pool_z,-0.0851045687601079,-0.09811115561567291,-0.07212361668068959,0.853
2015,rating_emb_pool_z,0.1074633811689037,0.09498553747522112,0.11990350065856446,0.853
2015,int_pool_z,-0.19030210837372435,-0.20256490841916824,-0.1779481891237164,0.853
2016,ev_pool_z,-0.30527936829610547,-0.3190874331289075,-0.2911460189017614,0.857
2016,rating_emb_pool_z,0.012109388653383506,-0.0011298081336987773,0.02529794980081632,0.857
2016,int_pool_z,-0.2305855031976627,-0.24355718297820209,-0.21750402181657588,0.857
2017,ev_pool_z,-0.31045247170651,-0.3281057578398312,-0.29332626748945295,0.856
2017,rating_emb_pool_z,-0.006860976870561623,-0.023438733357915083,0.010151326299210478,0.856
2017,int_pool_z,-0.21070795789200583,-0.22709333727171163,-0.19431584659110834,0.856
2018,ev_pool_z,-0.09675688751292899,-0.10874547406637018,-0.08494239419963899,0.843
2018,rating_emb_pool_z,-0.10381236766169395,-0.11590455596369459,-0.09166830122661672,0.843
2018,int_pool_z,0.07148780103191098,0.0596195177801592,0.08351863242956768,0.843
2019,ev_pool_z,-0.11310511776515689,-0.12512615572958882,-0.10108256879324376,0.845
2019,rating_emb_pool_z,-0.10200960715460615,-0.11393897444925881,-0.09016460277961974,0.845
2019,int_pool_z,0.07723993791860422,0.06519284511254879,0.0892464494927425,0.845
2020,ev_pool_z,-0.1887598266435688,-0.20054237053775378,-0.17656827473408526,0.835
2020,rating_emb_pool_z,-0.16038077161679348,-0.17225305789732462,-0.14844644659716352,0.835
2020,int_pool_z,0.019397217952444305,0.007382176124470559,0.03130266587866921,0.835
2021,ev_pool_z,-0.17419530556944637,-0.19267792663836072,-0.15638354245091227,0.826
2021,rating_emb_pool_z,-0.205439359400192,-0.2236546331144082,-0.187398107197635,0.826
2021,int_pool_z,0.0615315645947655,0.04287991281224628,0.07982580386937309,0.826
